probability,decision,risk_level
0.27159394138389525,REVIEW,Medium
0.14859843286465554,APPROVE,Low
0.13409153129412593,APPROVE,Low
0.41068908361924455,REJECT,High
0.2601451753996882,REVIEW,Medium
0.8160223478791995,REJECT,High
0.7704968153225284,REJECT,High
0.3422838227408981,REVIEW,Medium
0.31101448147803396,REVIEW,Medium
0.7189606096081635,REJECT,High
0.6478856728075364,REJECT,High
0.25910951802937165,REVIEW,Medium
0.2878070835210382,REVIEW,Medium
0.5224223904208248,REJECT,High
0.3815678519704725,REVIEW,Medium
0.7422698352603274,REJECT,High
0.3920140910191576,REVIEW,Medium
0.4413440443597261,REJECT,High
0.44058560625532245,REJECT,High
0.32378996931423276,REVIEW,Medium
0.27868719492188226,REVIEW,Medium
0.15688142811414935,APPROVE,Low
0.23964367611774512,REVIEW,Medium
0.3599202892469141,REVIEW,Medium
0.33604266652353115,REVIEW,Medium
0.6429004546470563,REJECT,High
0.439629427910476,REJECT,High
0.6550399849767644,REJECT,High
0.43976406806373025,REJECT,High
0.3681340573135842,REVIEW,Medium
0.7418410401707173,REJECT,High
0.7584754732082472,REJECT,High
0.354597392529464,REVIEW,Medium
0.7650758156751705,REJECT,High
0.15270963453316608,APPROVE,Low
0.18091558879229688,APPROVE,Low
0.8980399171131956,REJECT,High
0.3301492749397726,REVIEW,Medium
0.4721229865883006,REJECT,High
0.2998438779085767,REVIEW,Medium
0.4205288234465278,REJECT,High
0.439567162659191,REJECT,High
0.43512793847915493,REJECT,High
0.2939775194788424,REVIEW,Medium
0.25122740167884233,REVIEW,Medium
0.42495300682819004,REJECT,High
0.4301158181710204,REJECT,High
0.7604583361646808,REJECT,High
0.1792352239048762,APPROVE,Low
0.8780602753765074,REJECT,High
0.4354456792840825,REJECT,High
0.5259949274630243,REJECT,High
0.33274514005665157,REVIEW,Medium
0.6511834841586895,REJECT,High
0.2154848887494024,REVIEW,Medium
0.7806684166289044,REJECT,High
0.27814141056153635,REVIEW,Medium
0.3063257211089286,REVIEW,Medium
0.6210869508748798,REJECT,High
0.3941913115915045,REVIEW,Medium
0.6059849982177381,REJECT,High
0.3287874713624251,REVIEW,Medium
0.6017347163144607,REJECT,High
0.19503833664527254,APPROVE,Low
0.14841282183735152,APPROVE,Low
0.5459001408638897,REJECT,High
0.8017922844013547,REJECT,High
0.39003539132436055,REVIEW,Medium
0.4648409179069812,REJECT,High
0.3455926024123531,REVIEW,Medium
0.534633468598603,REJECT,High
0.1674631883777545,APPROVE,Low
0.3604911900111857,REVIEW,Medium
0.24510128795565522,REVIEW,Medium
0.5165030574744254,REJECT,High
0.05438460287919937,APPROVE,Low
0.2662827709248153,REVIEW,Medium
0.7229647198931622,REJECT,High
0.2854519845220379,REVIEW,Medium
0.5285831015855059,REJECT,High
0.22530752444485067,REVIEW,Medium
0.412016981743459,REJECT,High
0.4299335912236213,REJECT,High
0.7592947375421062,REJECT,High
0.5123292161468506,REJECT,High
0.40353085768808145,REJECT,High
0.3777393906035776,REVIEW,Medium
0.8189234222865903,REJECT,High
0.5067872322179106,REJECT,High
0.5600847400178345,REJECT,High
0.43634943322668446,REJECT,High
0.7131608594926465,REJECT,High
0.46391159693391165,REJECT,High
0.7171380142239576,REJECT,High
0.40137711845686985,REJECT,High
0.19494061616733552,APPROVE,Low
0.4851476643425702,REJECT,High
0.2435721781381514,REVIEW,Medium
0.5146228341280039,REJECT,High
0.39552167866604,REVIEW,Medium
0.5551060577018643,REJECT,High
0.42907506101445425,REJECT,High
0.8063874885718014,REJECT,High
0.3110604110680653,REVIEW,Medium
0.6258624846215083,REJECT,High
0.2850168344801251,REVIEW,Medium
0.40931748189085587,REJECT,High
0.7254993763345307,REJECT,High
0.4691844720328252,REJECT,High
0.5385367841969176,REJECT,High
0.30255098034538747,REVIEW,Medium
0.3346325477474979,REVIEW,Medium
0.5162015335922917,REJECT,High
0.2713939772982562,REVIEW,Medium
0.5125249950019095,REJECT,High
0.4072750889644716,REJECT,High
0.4115079576857879,REJECT,High
0.23739545055610795,REVIEW,Medium
0.39253605082384535,REVIEW,Medium
0.3518668946930787,REVIEW,Medium
0.4788741029892392,REJECT,High
0.38249526579492565,REVIEW,Medium
0.5887116523152282,REJECT,High
0.5194136661296354,REJECT,High
0.42620678296921244,REJECT,High
0.45003403176795664,REJECT,High
0.3893774492785426,REVIEW,Medium
0.7554885945417915,REJECT,High
0.4679079956855457,REJECT,High
0.385384604377966,REVIEW,Medium
0.07903763289879698,APPROVE,Low
0.5575029411264619,REJECT,High
0.20742076655971992,REVIEW,Medium
0.28452365259566736,REVIEW,Medium
0.7858164998366806,REJECT,High
0.498435997089726,REJECT,High
0.46127375621823064,REJECT,High
0.5153666094928558,REJECT,High
0.4387187622839543,REJECT,High
0.2666101937020489,REVIEW,Medium
0.39537454729500554,REVIEW,Medium
0.44221054880754107,REJECT,High
0.37857219347181115,REVIEW,Medium
0.19419513817881695,APPROVE,Low
0.6623216029537177,REJECT,High
0.14378445395065295,APPROVE,Low
0.5110037480569932,REJECT,High
0.4180827676821345,REJECT,High
0.4631304240345281,REJECT,High
0.20873206835832983,REVIEW,Medium
0.5162302553939858,REJECT,High
0.5687860525064634,REJECT,High
0.23199495227998992,REVIEW,Medium
0.6200982626322863,REJECT,High
0.7913954202044309,REJECT,High
0.365766141192209,REVIEW,Medium
0.33681334581878264,REVIEW,Medium
0.292819476126379,REVIEW,Medium
0.32508809538039624,REVIEW,Medium
0.6804024111825663,REJECT,High
0.4102852548787989,REJECT,High
0.8428158140833949,REJECT,High
0.4525367727147892,REJECT,High
0.809694763049801,REJECT,High
0.4645146497208189,REJECT,High
0.44350825104456015,REJECT,High
0.6831813412046238,REJECT,High
0.021563767287637575,APPROVE,Low
0.45743711680172916,REJECT,High
0.7565054421556735,REJECT,High
0.3363107401953107,REVIEW,Medium
0.6775974633952574,REJECT,High
0.4857137079191519,REJECT,High
0.08242483083243542,APPROVE,Low
0.47187522514639046,REJECT,High
0.3432798765223415,REVIEW,Medium
0.35091366737156526,REVIEW,Medium
0.38578031842660226,REVIEW,Medium
0.48135259275707476,REJECT,High
0.7370806326599822,REJECT,High
0.23536212775909862,REVIEW,Medium
0.33137172883708355,REVIEW,Medium
0.41092162406604354,REJECT,High
0.3149380705741551,REVIEW,Medium
0.33378116582503786,REVIEW,Medium
0.41715057054241106,REJECT,High
0.1265896760737211,APPROVE,Low
0.43886272434529144,REJECT,High
0.36553058517047626,REVIEW,Medium
0.16451955838982749,APPROVE,Low
0.7801830894496457,REJECT,High
0.3529932268607002,REVIEW,Medium
0.43545642595431283,REJECT,High
0.26474788321252446,REVIEW,Medium
0.5274942335927576,REJECT,High
0.3644197736282387,REVIEW,Medium
0.1707285611583653,APPROVE,Low
0.1828373126614699,APPROVE,Low
0.3429173761625105,REVIEW,Medium
0.42797811264213464,REJECT,High
0.13557348976609737,APPROVE,Low
0.32353945049008626,REVIEW,Medium
0.4546517522641609,REJECT,High
0.4537939414011481,REJECT,High
0.011926324940047228,APPROVE,Low
0.5396647096493501,REJECT,High
0.11963561526400608,APPROVE,Low
0.43579755982564555,REJECT,High
0.24180253248699515,REVIEW,Medium
0.5540838436624609,REJECT,High
0.21768268748735178,REVIEW,Medium
0.8539636599732746,REJECT,High
0.4728483425521681,REJECT,High
0.2791388053830759,REVIEW,Medium
0.3179297530866725,REVIEW,Medium
0.43762159105748066,REJECT,High
0.06239471457831819,APPROVE,Low
0.33044638033907203,REVIEW,Medium
0.3445783744216861,REVIEW,Medium
0.7802975968394658,REJECT,High
0.2415831563857443,REVIEW,Medium
0.3853688548747652,REVIEW,Medium
0.4850429483535138,REJECT,High
0.3409047298370354,REVIEW,Medium
0.8436258227067757,REJECT,High
0.3023072359777575,REVIEW,Medium
0.48435635851979775,REJECT,High
0.21083192466982073,REVIEW,Medium
0.2984638902268014,REVIEW,Medium
0.8155827416787915,REJECT,High
0.8932768603656371,REJECT,High
0.2822178490307701,REVIEW,Medium
0.7129222122828447,REJECT,High
0.524937762497905,REJECT,High
0.2251295660353795,REVIEW,Medium
0.48699111723592214,REJECT,High
0.448795743433641,REJECT,High
0.4165582254289215,REJECT,High
0.2693673219179247,REVIEW,Medium
0.37602016954001793,REVIEW,Medium
0.3977835515566103,REVIEW,Medium
0.7440372029173224,REJECT,High
0.1458534759708262,APPROVE,Low
0.3622716622018064,REVIEW,Medium
0.44894773983206676,REJECT,High
0.15219770741073643,APPROVE,Low
0.15032905087331033,APPROVE,Low
0.17393983290237566,APPROVE,Low
0.26932278382182384,REVIEW,Medium
0.43819315463057806,REJECT,High
0.5210498661572981,REJECT,High
0.1044862524909123,APPROVE,Low
0.2515406742160895,REVIEW,Medium
0.4479708396198896,REJECT,High
0.14803002259014325,APPROVE,Low
0.4269539754070419,REJECT,High
0.42849224507150757,REJECT,High
0.31146642135371105,REVIEW,Medium
0.4757040727339156,REJECT,High
0.47711657170145455,REJECT,High
0.45160697393378546,REJECT,High
0.0540421114142345,APPROVE,Low
0.3142593501515678,REVIEW,Medium
0.5117859211636655,REJECT,High
0.6659688954555414,REJECT,High
0.6188992125220987,REJECT,High
0.2978898983231328,REVIEW,Medium
0.3288404680489447,REVIEW,Medium
0.5468692303935117,REJECT,High
0.30571148690226646,REVIEW,Medium
0.48956814818358974,REJECT,High
0.5137211120769667,REJECT,High
0.4512360861285751,REJECT,High
0.3325983505057885,REVIEW,Medium
0.24795549712527795,REVIEW,Medium
0.7707679856525901,REJECT,High
0.5137323408256181,REJECT,High
0.5430459267368478,REJECT,High
0.48666049573377884,REJECT,High
0.3939561808980276,REVIEW,Medium
0.2567618744435497,REVIEW,Medium
0.024921665463316253,APPROVE,Low
0.4404666949751913,REJECT,High
0.36423727526129385,REVIEW,Medium
0.4967739635381159,REJECT,High
0.48806471085741904,REJECT,High
0.6746680611457124,REJECT,High
0.47667041146367267,REJECT,High
0.6625482320134568,REJECT,High
0.42804203935333973,REJECT,High
0.28745358535042015,REVIEW,Medium
0.18176587741019953,APPROVE,Low
0.36470420175563084,REVIEW,Medium
0.36697195057664245,REVIEW,Medium
0.4673894176787274,REJECT,High
0.6865184366765789,REJECT,High
0.558737126212578,REJECT,High
0.4597414159234815,REJECT,High
0.563960980939969,REJECT,High
0.3183188787515917,REVIEW,Medium
0.39596262220980954,REVIEW,Medium
0.7827999776662107,REJECT,High
0.5924386750676847,REJECT,High
0.4647079332490636,REJECT,High
0.4904511995432922,REJECT,High
0.28402179864312727,REVIEW,Medium
0.25082358819658257,REVIEW,Medium
0.6516369684761976,REJECT,High
0.26639846665173594,REVIEW,Medium
0.10780301957022037,APPROVE,Low
0.4303808908445325,REJECT,High
0.2776907386738172,REVIEW,Medium
0.4502783020837405,REJECT,High
0.3352295859579857,REVIEW,Medium
0.4450196641104525,REJECT,High
0.10194326572461167,APPROVE,Low
0.2291713117125548,REVIEW,Medium
0.2389705934754258,REVIEW,Medium
0.3648908619730816,REVIEW,Medium
0.1333440609666288,APPROVE,Low
0.45991771651483215,REJECT,High
0.4947980834648584,REJECT,High
0.48388224011021463,REJECT,High
0.16759576386129513,APPROVE,Low
0.7007580533336926,REJECT,High
0.19653825571304906,APPROVE,Low
0.4734052963132104,REJECT,High
0.300881028291407,REVIEW,Medium
0.15254870389754524,APPROVE,Low
0.9427849409052284,REJECT,High
0.23748405731724634,REVIEW,Medium
0.17386372509429723,APPROVE,Low
0.6504365568806878,REJECT,High
0.5235397513994334,REJECT,High
0.28252542747277715,REVIEW,Medium
0.672056782064779,REJECT,High
0.3920944601592972,REVIEW,Medium
0.35336469759087474,REVIEW,Medium
0.36150307470929904,REVIEW,Medium
0.2534192362203952,REVIEW,Medium
0.16327357972540796,APPROVE,Low
0.2891543670463328,REVIEW,Medium
0.08848291385646476,APPROVE,Low
0.15891693868372564,APPROVE,Low
0.12773220984374437,APPROVE,Low
0.45498695922171734,REJECT,High
0.20267086793990666,REVIEW,Medium
0.24669530584064056,REVIEW,Medium
0.2666015425746088,REVIEW,Medium
0.16003737569335533,APPROVE,Low
0.10897877149822723,APPROVE,Low
0.44123631215243747,REJECT,High
0.17829685093958195,APPROVE,Low
0.43447548150950743,REJECT,High
0.1558158146521507,APPROVE,Low
0.31040789412681113,REVIEW,Medium
0.13965602954013356,APPROVE,Low
0.363461010002853,REVIEW,Medium
0.68728994425699,REJECT,High
0.8009519951637579,REJECT,High
0.16222499559342698,APPROVE,Low
0.43388875094169754,REJECT,High
0.15899729566829,APPROVE,Low
0.7850526853065622,REJECT,High
0.34403189025538733,REVIEW,Medium
0.334427712712697,REVIEW,Medium
0.35368003286097227,REVIEW,Medium
0.59967931185573,REJECT,High
0.20567223207574933,REVIEW,Medium
0.2248137809933735,REVIEW,Medium
0.4519939906443854,REJECT,High
0.44176976559987485,REJECT,High
0.31554623744889543,REVIEW,Medium
0.4811376978997067,REJECT,High
0.9945233775833925,REJECT,High
0.12803584490003284,APPROVE,Low
0.5645289543832063,REJECT,High
0.4514972374306844,REJECT,High
0.18015886175481594,APPROVE,Low
0.37447361702413023,REVIEW,Medium
0.46682140681547485,REJECT,High
0.4717341690626532,REJECT,High
0.5174640175139356,REJECT,High
0.6363213197720863,REJECT,High
0.44227459318010126,REJECT,High
0.15019188443417422,APPROVE,Low
0.3834080613648597,REVIEW,Medium
0.5422185745319436,REJECT,High
0.20224597202237532,REVIEW,Medium
0.49016663995810733,REJECT,High
0.3721297829299682,REVIEW,Medium
0.11920188168302352,APPROVE,Low
0.4778711879990521,REJECT,High
0.12267666714459528,APPROVE,Low
0.44776653195106625,REJECT,High
0.36764500058591126,REVIEW,Medium
0.34228068090400127,REVIEW,Medium
0.3075958497522204,REVIEW,Medium
0.3034921329495468,REVIEW,Medium
0.7822410191849092,REJECT,High
0.47372077142724844,REJECT,High
0.5648366064569686,REJECT,High
0.1186496701835282,APPROVE,Low
0.9584903714935269,REJECT,High
0.5198754959590065,REJECT,High
0.7797418426308182,REJECT,High
0.36700197510301513,REVIEW,Medium
0.2314427115777163,REVIEW,Medium
0.48749887285858234,REJECT,High
0.8063695954974932,REJECT,High
0.4834561610555145,REJECT,High
0.4295481596570599,REJECT,High
0.5443732877200363,REJECT,High
0.3152719387245508,REVIEW,Medium
0.7609071898990546,REJECT,High
0.4503425746383411,REJECT,High
0.3298357574153953,REVIEW,Medium
0.3324083172019715,REVIEW,Medium
0.38905301708640716,REVIEW,Medium
0.5933077857309098,REJECT,High
0.5227445930949627,REJECT,High
0.8079948902732964,REJECT,High
0.3282828170922035,REVIEW,Medium
0.5023968374368412,REJECT,High
0.5083244861727897,REJECT,High
0.8787976152720339,REJECT,High
0.43446734211750065,REJECT,High
0.2976856524420306,REVIEW,Medium
0.6505097193704378,REJECT,High
0.55548330810169,REJECT,High
0.5537835305533907,REJECT,High
0.16728629268665382,APPROVE,Low
0.24875947679470264,REVIEW,Medium
0.181245069393799,APPROVE,Low
0.40371564385282815,REJECT,High
0.3697892986543436,REVIEW,Medium
0.1722966745458015,APPROVE,Low
0.3540478982093149,REVIEW,Medium
0.8327937936833788,REJECT,High
0.46909781471405515,REJECT,High
0.1538697304545832,APPROVE,Low
0.45329616786530286,REJECT,High
0.42770641714130186,REJECT,High
0.3149740521854567,REVIEW,Medium
0.14796374622306308,APPROVE,Low
0.7453862861968686,REJECT,High
0.40804656128139377,REJECT,High
0.4167945844528713,REJECT,High
0.7024333314351935,REJECT,High
0.2873182582308871,REVIEW,Medium
0.34665298642727715,REVIEW,Medium
0.45729944779602205,REJECT,High
0.5148672273815305,REJECT,High
0.5111111835849521,REJECT,High
0.714204999856251,REJECT,High
0.49058226966804924,REJECT,High
0.349516286265963,REVIEW,Medium
0.37244356562442205,REVIEW,Medium
0.2748469174244846,REVIEW,Medium
0.4573480528860172,REJECT,High
0.41829971590927406,REJECT,High
0.10295607704531926,APPROVE,Low
0.546328691501443,REJECT,High
0.9024162574698832,REJECT,High
0.2429025340210547,REVIEW,Medium
0.39794339562233644,REVIEW,Medium
0.4771760694990653,REJECT,High
0.4619172100442799,REJECT,High
0.42742201595416374,REJECT,High
0.29558576467128395,REVIEW,Medium
0.8025728547643091,REJECT,High
0.4871951903379156,REJECT,High
0.42706590051935794,REJECT,High
0.22627604408286536,REVIEW,Medium
0.44559640264409084,REJECT,High
0.2500283085502012,REVIEW,Medium
0.18246298719115386,APPROVE,Low
0.29682823238671147,REVIEW,Medium
0.29251998205561164,REVIEW,Medium
0.16730887341551207,APPROVE,Low
0.2772822899627787,REVIEW,Medium
0.3637523539515386,REVIEW,Medium
0.2519454808189629,REVIEW,Medium
0.2395874617210353,REVIEW,Medium
0.3724090382308202,REVIEW,Medium
0.1697387894882549,APPROVE,Low
0.2755053439358332,REVIEW,Medium
0.3806075101754742,REVIEW,Medium
0.3567502881367624,REVIEW,Medium
0.7023605112485675,REJECT,High
0.25245986014549676,REVIEW,Medium
0.5064873854936746,REJECT,High
0.5210058934058395,REJECT,High
0.2801204119675899,REVIEW,Medium
0.5155734072132763,REJECT,High
0.4202806800772442,REJECT,High
0.2757780423234278,REVIEW,Medium
0.4901274847336219,REJECT,High
0.466498607707111,REJECT,High
0.41517778068120087,REJECT,High
0.33055202298908776,REVIEW,Medium
0.4350246449179695,REJECT,High
0.4244369256163836,REJECT,High
0.4940942068236943,REJECT,High
0.3761726737203313,REVIEW,Medium
0.7249810175468213,REJECT,High
0.42980521732479954,REJECT,High
0.45103175132131085,REJECT,High
0.4790170186663567,REJECT,High
0.45131712501651494,REJECT,High
0.4096045339909355,REJECT,High
0.5217058767214467,REJECT,High
0.2214849027867742,REVIEW,Medium
0.21718062902361054,REVIEW,Medium
0.3019843681883997,REVIEW,Medium
0.37428234578255115,REVIEW,Medium
0.9715023195462313,REJECT,High
0.269817009812314,REVIEW,Medium
0.39368426591378936,REVIEW,Medium
0.4792257142180981,REJECT,High
0.46524689949155335,REJECT,High
0.7880341172594193,REJECT,High
0.28821921160061237,REVIEW,Medium
0.8005992044928886,REJECT,High
0.2959870108134686,REVIEW,Medium
0.46511284328073577,REJECT,High
0.29658333684266924,REVIEW,Medium
0.42674581684725554,REJECT,High
0.4240860549771126,REJECT,High
0.25584615556409734,REVIEW,Medium
0.30740590029329584,REVIEW,Medium
0.42764577659263175,REJECT,High
0.3749001609350514,REVIEW,Medium
0.263081071954744,REVIEW,Medium
0.2343145852875449,REVIEW,Medium
0.5607961447818773,REJECT,High
0.4456080743831297,REJECT,High
0.2749297128793856,REVIEW,Medium
0.21131695489657928,REVIEW,Medium
0.5345910751751486,REJECT,High
0.446805270453167,REJECT,High
0.4765722160365734,REJECT,High
0.6087448871088694,REJECT,High
0.5490392835329637,REJECT,High
0.7159994638342272,REJECT,High
0.29929807183588647,REVIEW,Medium
0.7422618495811754,REJECT,High
0.17773869721564192,APPROVE,Low
0.2122562953757463,REVIEW,Medium
0.4738739285043328,REJECT,High
0.15844151473558615,APPROVE,Low
0.5282474976157322,REJECT,High
0.6903444565884026,REJECT,High
0.1605213736880817,APPROVE,Low
0.6272982191031659,REJECT,High
0.34151315240591756,REVIEW,Medium
0.47767178657112414,REJECT,High
0.5347180028976424,REJECT,High
0.4878416965806733,REJECT,High
0.36520770613309794,REVIEW,Medium
0.5259437755474767,REJECT,High
0.4830848075596562,REJECT,High
0.08863355221766005,APPROVE,Low
0.14665981995989616,APPROVE,Low
0.23724391938936132,REVIEW,Medium
0.3769267616047854,REVIEW,Medium
0.4815363302801072,REJECT,High
0.8360226888944922,REJECT,High
0.38316258112343704,REVIEW,Medium
0.6919898745056141,REJECT,High
0.42873248555665777,REJECT,High
0.2449182637398295,REVIEW,Medium
0.750289599096547,REJECT,High
0.33194353696243084,REVIEW,Medium
0.5670447295863301,REJECT,High
0.4290872385092344,REJECT,High
0.38210143320462536,REVIEW,Medium
0.4373175790118527,REJECT,High
0.3717319534696036,REVIEW,Medium
0.3306337954278851,REVIEW,Medium
0.3229725809102422,REVIEW,Medium
0.6581645752163419,REJECT,High
0.4483475624552105,REJECT,High
0.0890028961744984,APPROVE,Low
0.3014950608321732,REVIEW,Medium
0.12688278241516068,APPROVE,Low
0.3611256887234144,REVIEW,Medium
0.5087191590288389,REJECT,High
0.4886412591305316,REJECT,High
0.39362475785574835,REVIEW,Medium
0.3982904164490969,REVIEW,Medium
0.44158090181590387,REJECT,High
0.4243670352978464,REJECT,High
0.20061236453994663,REVIEW,Medium
0.43732718751240257,REJECT,High
0.4825114920098356,REJECT,High
0.4216847393451648,REJECT,High
0.5796392952474547,REJECT,High
0.4289780359991399,REJECT,High
0.5534368958020358,REJECT,High
0.45144042579494986,REJECT,High
0.17627169323107558,APPROVE,Low
0.34517444828050703,REVIEW,Medium
0.5049222139587921,REJECT,High
0.15640419160412752,APPROVE,Low
0.2577975306583055,REVIEW,Medium
0.5698729409375504,REJECT,High
0.477792930122611,REJECT,High
0.3531001024964868,REVIEW,Medium
0.4610216176272252,REJECT,High
0.5411550879591599,REJECT,High
0.40960945229382073,REJECT,High
0.48308658061685994,REJECT,High
0.6788090148976318,REJECT,High
0.5672420848567853,REJECT,High
0.7309313681953471,REJECT,High
0.15961870035961656,APPROVE,Low
0.6502606765234181,REJECT,High
0.27842067582657576,REVIEW,Medium
0.644549073557213,REJECT,High
0.7676348523344514,REJECT,High
0.408398319420021,REJECT,High
0.3244694765391008,REVIEW,Medium
0.49302415724258164,REJECT,High
0.4619412810515562,REJECT,High
0.4279327431054463,REJECT,High
0.4056455529907815,REJECT,High
0.2550940718313068,REVIEW,Medium
0.3362538915446492,REVIEW,Medium
0.5043638046387636,REJECT,High
0.41133235167627974,REJECT,High
0.2447918847983252,REVIEW,Medium
0.6515708278829474,REJECT,High
0.7368041666731329,REJECT,High
0.5871988292368231,REJECT,High
0.4065545879356494,REJECT,High
0.4674889373896652,REJECT,High
0.5023980064451338,REJECT,High
0.4871655998776572,REJECT,High
0.3814638538941265,REVIEW,Medium
0.2934620585383711,REVIEW,Medium
0.44582086478780686,REJECT,High
0.4934087068653982,REJECT,High
0.25374884059444397,REVIEW,Medium
0.41402927416018387,REJECT,High
0.48433172942417707,REJECT,High
0.14761906998660096,APPROVE,Low
0.46895102396285177,REJECT,High
0.4117093126427618,REJECT,High
0.7826401214539532,REJECT,High
0.7367385978983306,REJECT,High
0.275216612304671,REVIEW,Medium
0.762083948796933,REJECT,High
0.4731503446280242,REJECT,High
0.19274310997373795,APPROVE,Low
0.2969858633637706,REVIEW,Medium
0.5175670633540641,REJECT,High
0.20358568412175249,REVIEW,Medium
0.697129834688691,REJECT,High
0.39978819838595014,REVIEW,Medium
0.23783490744967278,REVIEW,Medium
0.42487069130094174,REJECT,High
0.32380870788454186,REVIEW,Medium
0.28378345891394946,REVIEW,Medium
0.3193812714455739,REVIEW,Medium
0.4005757028293117,REJECT,High
0.842227231250534,REJECT,High
0.3940517751566262,REVIEW,Medium
0.3062346800357515,REVIEW,Medium
0.31035457760385976,REVIEW,Medium
0.352964244146518,REVIEW,Medium
0.251809097736747,REVIEW,Medium
0.14631306855380644,APPROVE,Low
0.33280368651912495,REVIEW,Medium
0.46142129545600113,REJECT,High
0.503462473324271,REJECT,High
0.5024320281392494,REJECT,High
0.45380788892223506,REJECT,High
0.15641921897021951,APPROVE,Low
0.745335315035128,REJECT,High
0.1754958771403013,APPROVE,Low
0.4736852218394158,REJECT,High
0.5187878042891111,REJECT,High
0.47070867542938666,REJECT,High
0.41786318972375164,REJECT,High
0.12187817932052555,APPROVE,Low
0.42056023607288257,REJECT,High
0.8092270917358084,REJECT,High
0.44019006521373244,REJECT,High
0.4366602142002971,REJECT,High
0.7731576303578359,REJECT,High
0.4514982394983736,REJECT,High
0.152201811982103,APPROVE,Low
0.163750633164797,APPROVE,Low
0.7122785511660928,REJECT,High
0.28297545234491733,REVIEW,Medium
0.24769732840248526,REVIEW,Medium
0.47479924584902444,REJECT,High
0.4585220571493543,REJECT,High
0.5028165635499596,REJECT,High
0.15555304468470377,APPROVE,Low
0.2509452342228347,REVIEW,Medium
0.4646818996350159,REJECT,High
0.7130525557868784,REJECT,High
0.261247333843981,REVIEW,Medium
0.4805809299615145,REJECT,High
0.9159153823222085,REJECT,High
0.3414887184795517,REVIEW,Medium
0.4661851457173876,REJECT,High
0.44592507120217956,REJECT,High
0.3822383646454355,REVIEW,Medium
0.3046170388696493,REVIEW,Medium
0.26968699402259394,REVIEW,Medium
0.4890673350361465,REJECT,High
0.13570625724395835,APPROVE,Low
0.4991180396688034,REJECT,High
0.383252914335278,REVIEW,Medium
0.37399275615188265,REVIEW,Medium
0.320708966810262,REVIEW,Medium
0.46844484290373684,REJECT,High
0.44503210325850345,REJECT,High
0.6315770836080471,REJECT,High
0.3884377703181686,REVIEW,Medium
0.26282667065209686,REVIEW,Medium
0.4694225258876996,REJECT,High
0.2685348152240917,REVIEW,Medium
0.671388742845924,REJECT,High
0.2609137409158741,REVIEW,Medium
0.38774593159377807,REVIEW,Medium
0.15776354736214698,APPROVE,Low
0.4329211374554377,REJECT,High
0.4766031008621944,REJECT,High
0.46935684520559046,REJECT,High
0.7429230642706386,REJECT,High
0.6936995444626298,REJECT,High
0.1341689022985631,APPROVE,Low
0.23278958256664325,REVIEW,Medium
0.4573013984814959,REJECT,High
0.26986447063163466,REVIEW,Medium
0.40931762338806793,REJECT,High
0.433787024560058,REJECT,High
0.5084515142472625,REJECT,High
0.18321851467699324,APPROVE,Low
0.3723989420894318,REVIEW,Medium
0.350993200256158,REVIEW,Medium
0.2667130576296607,REVIEW,Medium
0.3246323314994361,REVIEW,Medium
0.26538494656566913,REVIEW,Medium
0.4411263836038157,REJECT,High
0.34564004196018255,REVIEW,Medium
0.5606811894036817,REJECT,High
0.530637637514419,REJECT,High
0.4491883354100399,REJECT,High
0.48588541143341524,REJECT,High
0.5190739749236244,REJECT,High
0.24303326656465887,REVIEW,Medium
0.35739755867982625,REVIEW,Medium
0.21755886660369916,REVIEW,Medium
0.3056233111950617,REVIEW,Medium
0.46656008705771224,REJECT,High
0.20097405196639465,REVIEW,Medium
0.4687583877835702,REJECT,High
0.6602553993675567,REJECT,High
0.48283834627983074,REJECT,High
0.2410081916925758,REVIEW,Medium
0.6360511535044849,REJECT,High
0.6079697207630621,REJECT,High
0.3567044973618092,REVIEW,Medium
0.3908614147721641,REVIEW,Medium
0.41611624529145086,REJECT,High
0.34407881335608426,REVIEW,Medium
0.7919383803990281,REJECT,High
0.4980609763600319,REJECT,High
0.4947112787868128,REJECT,High
0.3608892815513107,REVIEW,Medium
0.31392436080737324,REVIEW,Medium
0.39254149182518777,REVIEW,Medium
0.2910091070395123,REVIEW,Medium
0.3796658908776827,REVIEW,Medium
0.5139531109597031,REJECT,High
0.09190762813261531,APPROVE,Low
0.449317226092025,REJECT,High
0.4317131207316191,REJECT,High
0.3595154053955136,REVIEW,Medium
0.41215024175854337,REJECT,High
0.15882991760736903,APPROVE,Low
0.3113184594703878,REVIEW,Medium
0.525367070777876,REJECT,High
0.45915272743562396,REJECT,High
0.7059656295805625,REJECT,High
0.3726079488734127,REVIEW,Medium
0.4820446907328532,REJECT,High
0.47041605766285904,REJECT,High
0.2873417085569694,REVIEW,Medium
0.4431871645125447,REJECT,High
0.3228515357301107,REVIEW,Medium
0.7291016301989585,REJECT,High
0.4051945212081622,REJECT,High
0.9409172270702469,REJECT,High
0.8520450273153476,REJECT,High
0.4412548636078082,REJECT,High
0.34383028145760175,REVIEW,Medium
0.13902820062131513,APPROVE,Low
0.43843040825522,REJECT,High
0.48274688707675767,REJECT,High
0.32942425816214466,REVIEW,Medium
0.17283233832329742,APPROVE,Low
0.40308135909411735,REJECT,High
0.4474299756734867,REJECT,High
0.4429991966479059,REJECT,High
0.4846732137598378,REJECT,High
0.19794211422159477,APPROVE,Low
0.40848166539874053,REJECT,High
